lat,lon,roof_area_m2,ghi,dni,pvout,avg_temp,usability_factor,panel_efficiency,tilt_angle,annual_kwh_actual
26.25,82.5,198.0,4.075,3.187,1478.0,24.2,0.74,0.18,25.9,42131.4
26.25,82.5,205.5,4.075,3.187,1478.0,24.2,0.61,0.17,25.9,33808.2
26.25,82.5,74.6,4.075,3.187,1478.0,24.2,0.71,0.2,25.9,13783.5
26.25,82.5,261.0,4.075,3.187,1478.0,24.2,0.64,0.21,25.9,45421.9
26.25,82.75,222.9,4.053,3.163,1473.1,24.2,0.76,0.18,25.9,43651.8
26.25,82.75,171.8,4.053,3.163,1473.1,24.2,0.78,0.18,25.9,38334.7
26.25,82.75,252.4,4.053,3.163,1473.1,24.2,0.81,0.19,25.9,54588.2
26.25,82.75,261.7,4.053,3.163,1473.1,24.2,0.84,0.21,25.9,60705.3
26.25,82.75,333.4,4.053,3.163,1473.1,24.2,0.7,0.18,25.9,61081.0
26.25,83.0,147.9,4.051,3.161,1471.0,24.2,0.81,0.2,25.9,31641.7
26.25,83.0,95.4,4.051,3.161,1471.0,24.2,0.67,0.19,25.9,17425.6
26.25,83.0,311.8,4.051,3.161,1471.0,24.2,0.63,0.2,25.9,50492.8
26.25,83.0,211.4,4.051,3.161,1471.0,24.2,0.82,0.19,25.9,47046.3
26.25,83.0,213.4,4.051,3.161,1471.0,24.2,0.8,0.17,25.9,44059.8
26.25,83.25,88.6,4.029,3.137,1466.4,24.2,0.84,0.2,25.9,20862.1
26.25,83.25,168.1,4.029,3.137,1466.4,24.2,0.83,0.19,25.9,38175.3
26.25,83.25,66.5,4.029,3.137,1466.4,24.2,0.64,0.18,25.9,11538.6
26.25,83.25,124.8,4.029,3.137,1466.4,24.2,0.67,0.2,25.9,23289.6
26.25,83.25,69.1,4.029,3.137,1466.4,24.2,0.71,0.19,25.9,12592.1
26.25,83.5,48.6,3.999,3.105,1459.7,24.2,0.76,0.18,25.9,10138.1
26.25,83.5,103.0,3.999,3.105,1459.7,24.2,0.6,0.18,25.9,17508.0
26.25,83.5,71.1,3.999,3.105,1459.7,24.2,0.64,0.17,25.9,12398.3
26.25,83.5,171.3,3.999,3.105,1459.7,24.2,0.65,0.18,25.9,31247.1
26.25,83.5,283.8,3.999,3.105,1459.7,24.2,0.65,0.2,25.9,49541.3
26.25,83.75,152.4,3.957,3.06,1451.1,24.2,0.64,0.2,25.9,26331.4
26.25,83.75,129.1,3.957,3.06,1451.1,24.2,0.8,0.19,25.9,29425.0
26.25,83.75,329.9,3.957,3.06,1451.1,24.2,0.7,0.17,25.9,66435.2
26.25,83.75,75.3,3.957,3.06,1451.1,24.2,0.79,0.18,25.9,15282.5
26.25,83.75,93.2,3.957,3.06,1451.1,24.2,0.79,0.19,25.9,20298.5
26.25,84.0,68.1,3.895,2.994,1439.6,24.2,0.79,0.18,25.9,14972.8
26.25,84.0,274.9,3.895,2.994,1439.6,24.2,0.61,0.21,25.9,43790.9
26.25,84.0,88.6,3.895,2.994,1439.6,24.2,0.75,0.19,25.9,18215.2
26.25,84.0,338.6,3.895,2.994,1439.6,24.2,0.77,0.21,25.9,70122.9
26.25,84.0,204.8,3.895,2.994,1439.6,24.2,0.81,0.21,25.9,45255.5
26.25,84.25,150.6,3.872,2.969,1435.1,24.2,0.68,0.2,25.9,25959.6
26.25,84.25,66.1,3.872,2.969,1435.1,24.2,0.76,0.21,25.9,13259.5
26.25,84.25,211.4,3.872,2.969,1435.1,24.2,0.78,0.17,25.9,44238.1
26.25,84.25,49.0,3.872,2.969,1435.1,24.2,0.75,0.2,25.9,9910.9
26.25,84.25,103.2,3.872,2.969,1435.1,24.2,0.76,0.18,25.9,21676.1
26.25,84.5,253.0,3.849,2.945,1429.7,24.2,0.61,0.2,25.9,40383.7
26.25,84.5,138.6,3.849,2.945,1429.7,24.2,0.64,0.17,25.9,23915.1
26.25,84.5,242.8,3.849,2.945,1429.7,24.2,0.62,0.18,25.9,37624.7
26.25,84.5,250.1,3.849,2.945,1429.7,24.2,0.83,0.18,25.9,58721.9
26.25,84.5,80.2,3.849,2.945,1429.7,24.2,0.6,0.21,25.9,13027.4
26.25,84.75,320.7,3.83,2.924,1426.4,24.2,0.71,0.18,25.9,59601.7
26.25,84.75,261.7,3.83,2.924,1426.4,24.2,0.71,0.2,25.9,48625.8
26.25,84.75,121.2,3.83,2.924,1426.4,24.2,0.62,0.2,25.9,19717.5
26.25,84.75,254.7,3.83,2.924,1426.4,24.2,0.69,0.21,25.9,48665.6
26.25,84.75,184.0,3.83,2.924,1426.4,24.2,0.71,0.19,25.9,33972.5
26.25,85.0,290.0,3.816,2.909,1423.0,24.2,0.75,0.18,25.9,56677.8
26.25,85.0,277.7,3.816,2.909,1423.0,24.2,0.63,0.18,25.9,44908.7
26.25,85.0,316.2,3.816,2.909,1423.0,24.2,0.62,0.17,25.9,49138.3
26.25,85.0,134.8,3.816,2.909,1423.0,24.2,0.61,0.19,25.9,22571.8
26.25,85.0,345.8,3.816,2.909,1423.0,24.2,0.63,0.17,25.9,57774.1
26.25,85.25,154.6,3.813,2.906,1422.3,24.2,0.68,0.17,25.9,26032.5
26.25,85.25,247.8,3.813,2.906,1422.3,24.2,0.76,0.19,25.9,51888.7
26.25,85.25,193.4,3.813,2.906,1422.3,24.2,0.82,0.21,25.9,44621.1
26.25,85.25,191.9,3.813,2.906,1422.3,24.2,0.67,0.2,25.9,36506.7
26.25,85.25,347.1,3.813,2.906,1422.3,24.2,0.77,0.19,25.9,75001.4
26.25,85.5,58.7,3.845,2.94,1428.9,24.2,0.64,0.21,25.9,9953.4
26.25,85.5,296.5,3.845,2.94,1428.9,24.2,0.66,0.17,25.9,53385.1
26.25,85.5,189.9,3.845,2.94,1428.9,24.2,0.65,0.18,25.9,33113.4
26.25,85.5,157.9,3.845,2.94,1428.9,24.2,0.71,0.2,25.9,30201.3
26.25,85.5,92.4,3.845,2.94,1428.9,24.2,0.82,0.21,25.9,20305.9
26.25,85.75,80.5,3.868,2.965,1434.8,24.2,0.71,0.2,25.9,14525.0
26.25,85.75,71.9,3.868,2.965,1434.8,24.2,0.61,0.19,25.9,11665.3
26.25,85.75,322.0,3.868,2.965,1434.8,24.2,0.75,0.21,25.9,65662.0
26.25,85.75,262.3,3.868,2.965,1434.8,24.2,0.65,0.22,25.9,42707.8
26.25,85.75,314.8,3.868,2.965,1434.8,24.2,0.67,0.21,25.9,59512.3
26.25,86.0,339.2,3.904,3.004,1439.5,24.2,0.71,0.19,25.9,63955.3
26.25,86.0,59.7,3.904,3.004,1439.5,24.2,0.84,0.17,25.9,13777.4
26.25,86.0,297.6,3.904,3.004,1439.5,24.2,0.66,0.18,25.9,55200.9
26.25,86.0,113.6,3.904,3.004,1439.5,24.2,0.78,0.19,25.9,24256.7
26.25,86.0,296.7,3.904,3.004,1439.5,24.2,0.73,0.18,25.9,55431.1
26.25,86.25,294.2,3.962,3.066,1446.3,24.2,0.67,0.18,25.9,50708.4
26.25,86.25,219.2,3.962,3.066,1446.3,24.2,0.7,0.17,25.9,41681.6
26.25,86.25,294.4,3.962,3.066,1446.3,24.2,0.85,0.2,25.9,69056.3
26.25,86.25,292.5,3.962,3.066,1446.3,24.2,0.75,0.17,25.9,57285.3
26.25,86.25,255.2,3.962,3.066,1446.3,24.2,0.72,0.2,25.9,51708.2
26.25,86.5,322.7,4.065,3.176,1461.4,24.2,0.75,0.2,25.9,69807.8
26.25,86.5,51.5,4.065,3.176,1461.4,24.2,0.82,0.18,25.9,11957.7
26.25,86.5,112.9,4.065,3.176,1461.4,24.2,0.79,0.2,25.9,25480.5
26.25,86.5,76.0,4.065,3.176,1461.4,24.2,0.63,0.17,25.9,13882.8
26.25,86.5,250.0,4.065,3.176,1461.4,24.2,0.83,0.21,25.9,56428.7
26.25,86.75,95.1,4.106,3.22,1462.6,24.2,0.64,0.19,25.9,16093.0
26.25,86.75,161.3,4.106,3.22,1462.6,24.2,0.72,0.17,25.9,30860.6
26.25,86.75,48.9,4.106,3.22,1462.6,24.2,0.82,0.2,25.9,10704.6
26.25,86.75,167.6,4.106,3.22,1462.6,24.2,0.82,0.21,25.9,36554.8
26.25,86.75,316.9,4.106,3.22,1462.6,24.2,0.81,0.17,25.9,72456.4
26.25,87.0,73.2,4.151,3.268,1465.1,24.2,0.62,0.19,25.9,12488.4
26.25,87.0,214.0,4.151,3.268,1465.1,24.2,0.61,0.22,25.9,35535.3
26.25,87.0,120.4,4.151,3.268,1465.1,24.2,0.74,0.2,25.9,25393.2
26.25,87.0,209.1,4.151,3.268,1465.1,24.2,0.81,0.18,25.9,45887.6
26.25,87.0,115.7,4.151,3.268,1465.1,24.2,0.69,0.21,25.9,21272.7
26.25,87.25,216.2,4.156,3.273,1464.4,24.2,0.65,0.18,25.9,39174.2
26.25,87.25,205.6,4.156,3.273,1464.4,24.2,0.76,0.17,25.9,43927.4
26.25,87.25,270.9,4.156,3.273,1464.4,24.2,0.73,0.22,25.9,56383.5
26.25,87.25,51.8,4.156,3.273,1464.4,24.2,0.61,0.21,25.9,8191.4
26.25,87.25,265.9,4.156,3.273,1464.4,24.2,0.79,0.22,25.9,61203.8
26.25,87.5,292.4,4.158,3.276,1463.9,24.2,0.64,0.21,25.9,51981.9
26.25,87.5,195.7,4.158,3.276,1463.9,24.2,0.68,0.18,25.9,37975.9
26.25,87.5,170.2,4.158,3.276,1463.9,24.2,0.76,0.2,25.9,35462.0
26.25,87.5,107.4,4.158,3.276,1463.9,24.2,0.67,0.18,25.9,20180.7
26.25,87.5,216.8,4.158,3.276,1463.9,24.2,0.62,0.2,25.9,36451.8
26.25,87.75,250.7,4.122,3.237,1455.1,24.2,0.84,0.18,25.9,57130.7
26.25,87.75,340.8,4.122,3.237,1455.1,24.2,0.79,0.21,25.9,77503.6
26.25,87.75,338.0,4.122,3.237,1455.1,24.2,0.82,0.19,25.9,74695.0
26.25,87.75,115.9,4.122,3.237,1455.1,24.2,0.8,0.22,25.9,26480.0
26.25,87.75,42.3,4.122,3.237,1455.1,24.2,0.78,0.18,25.9,8331.3
26.25,88.0,150.5,4.115,3.23,1451.5,24.2,0.72,0.2,25.9,30590.0
26.25,88.0,212.9,4.115,3.23,1451.5,24.2,0.82,0.19,25.9,46769.0
26.25,88.0,182.9,4.115,3.23,1451.5,24.2,0.66,0.2,25.9,34055.1
26.25,88.0,52.0,4.115,3.23,1451.5,24.2,0.6,0.19,25.9,8437.3
26.25,88.0,58.2,4.115,3.23,1451.5,24.2,0.8,0.2,25.9,12012.7
26.25,88.25,196.3,4.082,3.194,1443.5,24.2,0.67,0.21,25.9,37167.9
26.25,88.25,333.4,4.082,3.194,1443.5,24.2,0.75,0.19,25.9,68836.2
26.25,88.25,47.7,4.082,3.194,1443.5,24.2,0.63,0.17,25.9,7650.4
26.25,88.25,227.5,4.082,3.194,1443.5,24.2,0.61,0.21,25.9,35694.9
26.25,88.25,313.4,4.082,3.194,1443.5,24.2,0.77,0.17,25.9,67139.9
26.25,88.5,150.0,4.046,3.156,1435.6,24.2,0.62,0.18,25.9,24891.2
26.25,88.5,69.8,4.046,3.156,1435.6,24.2,0.76,0.19,25.9,14186.1
26.25,88.5,334.6,4.046,3.156,1435.6,24.2,0.75,0.19,25.9,71764.0
26.25,88.5,66.5,4.046,3.156,1435.6,24.2,0.73,0.2,25.9,11982.1
26.25,88.5,283.1,4.046,3.156,1435.6,24.2,0.68,0.2,25.9,51273.0
26.25,88.75,146.5,3.979,3.084,1424.2,24.2,0.68,0.19,25.9,26344.5
26.25,88.75,215.9,3.979,3.084,1424.2,24.2,0.83,0.18,25.9,48215.6
26.25,88.75,341.5,3.979,3.084,1424.2,24.2,0.62,0.19,25.9,58453.2
26.25,88.75,198.5,3.979,3.084,1424.2,24.2,0.72,0.18,25.9,40154.9
26.25,88.75,181.0,3.979,3.084,1424.2,24.2,0.66,0.21,25.9,31386.1
26.25,89.0,220.0,3.948,3.051,1419.0,24.2,0.74,0.19,25.9,43454.2
26.25,89.0,94.2,3.948,3.051,1419.0,24.2,0.84,0.18,25.9,19610.2
26.25,89.0,163.1,3.948,3.051,1419.0,24.2,0.61,0.18,25.9,25958.6
26.25,89.0,316.3,3.948,3.051,1419.0,24.2,0.82,0.21,25.9,69391.9
26.25,89.0,170.1,3.948,3.051,1419.0,24.2,0.63,0.2,25.9,26733.6
26.25,89.25,259.4,3.869,2.966,1404.6,24.2,0.63,0.2,25.9,43644.6
26.25,89.25,217.0,3.869,2.966,1404.6,24.2,0.85,0.19,25.9,51118.8
26.25,89.25,311.6,3.869,2.966,1404.6,24.2,0.84,0.17,25.9,70586.4
26.25,89.25,181.3,3.869,2.966,1404.6,24.2,0.77,0.21,25.9,37528.5
26.25,89.25,217.0,3.869,2.966,1404.6,24.2,0.84,0.21,25.9,48774.9
26.25,89.5,144.4,3.794,2.886,1392.2,24.2,0.73,0.21,25.9,28372.4
26.25,89.5,124.1,3.794,2.886,1392.2,24.2,0.71,0.21,25.9,23591.8
26.25,89.5,85.1,3.794,2.886,1392.2,24.2,0.65,0.2,25.9,15051.1
26.25,89.5,197.6,3.794,2.886,1392.2,24.2,0.61,0.22,25.9,30147.9
26.25,89.5,104.9,3.794,2.886,1392.2,24.2,0.72,0.21,25.9,18390.4
26.25,89.75,146.5,3.741,2.829,1386.2,24.2,0.75,0.18,25.9,27442.8
26.25,89.75,217.2,3.741,2.829,1386.2,24.2,0.7,0.17,25.9,40933.9
26.25,89.75,77.3,3.741,2.829,1386.2,24.2,0.83,0.21,25.9,16337.5
26.25,89.75,270.0,3.741,2.829,1386.2,24.2,0.67,0.19,25.9,47826.5
26.25,89.75,327.9,3.741,2.829,1386.2,24.2,0.64,0.21,25.9,54418.7
26.25,90.0,100.1,3.698,2.783,1377.6,24.2,0.84,0.17,25.9,21877.2
26.25,90.0,96.8,3.698,2.783,1377.6,24.2,0.77,0.2,25.9,20486.0
26.25,90.0,215.3,3.698,2.783,1377.6,24.2,0.78,0.19,25.9,45544.8
26.25,90.0,241.9,3.698,2.783,1377.6,24.2,0.71,0.19,25.9,46795.5
26.25,90.0,274.1,3.698,2.783,1377.6,24.2,0.71,0.18,25.9,50652.3
26.25,90.25,154.4,3.787,2.878,1396.6,24.2,0.71,0.2,25.9,30337.9
26.25,90.25,326.0,3.787,2.878,1396.6,24.2,0.61,0.17,25.9,54524.5
26.25,90.25,324.7,3.787,2.878,1396.6,24.2,0.81,0.19,25.9,65532.5
26.25,90.25,279.6,3.787,2.878,1396.6,24.2,0.7,0.19,25.9,51453.7
26.25,90.25,134.0,3.787,2.878,1396.6,24.2,0.79,0.2,25.9,27521.2
26.25,90.5,80.3,3.851,2.947,1408.1,24.2,0.72,0.21,25.9,15121.8
26.25,90.5,219.6,3.851,2.947,1408.1,24.2,0.61,0.19,25.9,34901.3
26.25,90.5,95.8,3.851,2.947,1408.1,24.2,0.63,0.18,25.9,14772.1
26.25,90.5,293.3,3.851,2.947,1408.1,24.2,0.84,0.21,25.9,64210.9
26.25,90.5,291.2,3.851,2.947,1408.1,24.2,0.71,0.2,25.9,51611.8
26.25,90.75,135.2,3.844,2.939,1403.2,24.2,0.62,0.2,25.9,23506.7
26.25,90.75,97.3,3.844,2.939,1403.2,24.2,0.78,0.19,25.9,20288.3
26.25,90.75,280.0,3.844,2.939,1403.2,24.2,0.8,0.22,25.9,60518.9
26.25,90.75,139.5,3.844,2.939,1403.2,24.2,0.63,0.18,25.9,24299.9
26.25,90.75,290.3,3.844,2.939,1403.2,24.2,0.74,0.17,25.9,59813.4
26.25,91.0,145.0,3.85,2.946,1412.2,24.2,0.7,0.22,25.9,24953.1
26.25,91.0,286.5,3.85,2.946,1412.2,24.2,0.73,0.2,25.9,54757.4
26.25,91.0,300.0,3.85,2.946,1412.2,24.2,0.65,0.18,25.9,52549.3
26.25,91.0,307.3,3.85,2.946,1412.2,24.2,0.74,0.19,25.9,57156.5
26.25,91.0,74.8,3.85,2.946,1412.2,24.2,0.81,0.2,25.9,16230.7
26.25,91.25,199.8,3.879,2.977,1419.8,24.2,0.75,0.22,25.9,39566.4
26.25,91.25,110.8,3.879,2.977,1419.8,24.2,0.64,0.18,25.9,19863.3
26.25,91.25,349.1,3.879,2.977,1419.8,24.2,0.68,0.18,25.9,60180.2
26.25,91.25,179.5,3.879,2.977,1419.8,24.2,0.62,0.19,25.9,28828.6
26.25,91.25,117.0,3.879,2.977,1419.8,24.2,0.7,0.18,25.9,20899.5
26.25,91.5,52.3,3.862,2.958,1415.5,24.2,0.61,0.21,25.9,7718.9
26.25,91.5,155.9,3.862,2.958,1415.5,24.2,0.71,0.2,25.9,28981.2
26.25,91.5,227.9,3.862,2.958,1415.5,24.2,0.84,0.19,25.9,50146.9
26.25,91.5,348.3,3.862,2.958,1415.5,24.2,0.82,0.18,25.9,73032.3
26.25,91.5,188.7,3.862,2.958,1415.5,24.2,0.81,0.22,25.9,41438.6
26.25,91.75,332.2,3.839,2.934,1406.1,24.2,0.63,0.21,25.9,54346.4
26.25,91.75,161.6,3.839,2.934,1406.1,24.2,0.69,0.18,25.9,28706.1
26.25,91.75,326.7,3.839,2.934,1406.1,24.2,0.73,0.18,25.9,62232.8
26.25,91.75,276.1,3.839,2.934,1406.1,24.2,0.67,0.18,25.9,46359.2
26.25,91.75,223.5,3.839,2.934,1406.1,24.2,0.62,0.2,25.9,37908.3
26.25,92.0,173.7,3.882,2.98,1417.1,24.2,0.68,0.2,25.9,32712.4
26.25,92.0,294.7,3.882,2.98,1417.1,24.2,0.82,0.18,25.9,62498.2
26.25,92.0,217.0,3.882,2.98,1417.1,24.2,0.61,0.2,25.9,32689.0
26.25,92.0,267.2,3.882,2.98,1417.1,24.2,0.69,0.18,25.9,50303.7
26.25,92.0,346.8,3.882,2.98,1417.1,24.2,0.8,0.2,25.9,72123.8
26.25,92.25,141.2,3.892,2.991,1405.2,24.2,0.66,0.21,25.9,24274.3
26.25,92.25,194.2,3.892,2.991,1405.2,24.2,0.76,0.18,25.9,36470.4
26.25,92.25,215.2,3.892,2.991,1405.2,24.2,0.6,0.19,25.9,33878.8
26.25,92.25,47.0,3.892,2.991,1405.2,24.2,0.7,0.18,25.9,8165.8
26.25,92.25,252.3,3.892,2.991,1405.2,24.2,0.83,0.2,25.9,55293.6
26.25,92.5,325.1,3.907,3.007,1409.2,24.2,0.75,0.2,25.9,60718.6
26.25,92.5,178.9,3.907,3.007,1409.2,24.2,0.74,0.21,25.9,35200.9
26.25,92.5,122.8,3.907,3.007,1409.2,24.2,0.84,0.2,25.9,27284.6
26.25,92.5,84.9,3.907,3.007,1409.2,24.2,0.75,0.2,25.9,15820.3
26.25,92.5,45.0,3.907,3.007,1409.2,24.2,0.77,0.21,25.9,8688.7
26.25,92.75,165.3,3.83,2.924,1387.2,24.2,0.79,0.18,25.9,33429.1
26.25,92.75,85.0,3.83,2.924,1387.2,24.2,0.61,0.19,25.9,13713.9
26.25,92.75,157.0,3.83,2.924,1387.2,24.2,0.69,0.21,25.9,29887.0
26.25,92.75,174.3,3.83,2.924,1387.2,24.2,0.77,0.19,25.9,33760.6
26.25,92.75,249.8,3.83,2.924,1387.2,24.2,0.71,0.19,25.9,44367.2
26.25,93.0,325.6,3.939,3.041,1390.6,24.2,0.68,0.21,25.9,57754.5
26.25,93.0,276.6,3.939,3.041,1390.6,24.2,0.79,0.2,25.9,55371.0
26.25,93.0,124.4,3.939,3.041,1390.6,24.2,0.68,0.22,25.9,21108.0
26.25,93.0,237.6,3.939,3.041,1390.6,24.2,0.66,0.19,25.9,43698.4
26.25,93.0,262.9,3.939,3.041,1390.6,24.2,0.64,0.2,25.9,43137.4
26.25,93.25,263.5,3.89,2.989,1390.7,24.2,0.76,0.19,25.9,50000.7
26.25,93.25,230.1,3.89,2.989,1390.7,24.2,0.64,0.18,25.9,37842.6
26.25,93.25,216.9,3.89,2.989,1390.7,24.2,0.69,0.19,25.9,38257.3
26.25,93.25,78.5,3.89,2.989,1390.7,24.2,0.83,0.17,25.9,16847.3
26.25,93.25,234.7,3.89,2.989,1390.7,24.2,0.6,0.18,25.9,36133.8
26.25,93.5,82.9,3.613,2.692,1313.0,24.2,0.79,0.17,25.9,16123.0
26.25,93.5,341.9,3.613,2.692,1313.0,24.2,0.67,0.18,25.9,58665.9
26.25,93.5,47.9,3.613,2.692,1313.0,24.2,0.64,0.2,25.9,7397.9
26.25,93.5,68.6,3.613,2.692,1313.0,24.2,0.79,0.18,25.9,12502.6
26.25,93.5,300.5,3.613,2.692,1313.0,24.2,0.65,0.19,25.9,50926.3
26.25,93.75,90.6,3.904,3.003,1376.5,24.2,0.73,0.22,25.9,17838.6
26.25,93.75,94.7,3.904,3.003,1376.5,24.2,0.84,0.21,25.9,20098.0
26.25,93.75,286.6,3.904,3.003,1376.5,24.2,0.62,0.18,25.9,47647.6
26.25,93.75,206.9,3.904,3.003,1376.5,24.2,0.75,0.18,25.9,41183.6
26.25,93.75,237.4,3.904,3.003,1376.5,24.2,0.7,0.17,25.9,43390.3
26.25,94.0,91.3,4.035,3.144,1416.7,24.2,0.72,0.21,25.9,16538.1
26.25,94.0,287.8,4.035,3.144,1416.7,24.2,0.66,0.17,25.9,52544.4
26.25,94.0,153.9,4.035,3.144,1416.7,24.2,0.72,0.18,25.9,30585.0
26.25,94.0,130.9,4.035,3.144,1416.7,24.2,0.61,0.2,25.9,19692.3
26.25,94.0,256.6,4.035,3.144,1416.7,24.2,0.83,0.22,25.9,55676.2
26.25,94.25,133.9,4.174,3.293,1438.4,24.2,0.68,0.19,25.9,24946.8
26.25,94.25,150.4,4.174,3.293,1438.4,24.2,0.61,0.19,25.9,23426.9
26.25,94.25,268.9,4.174,3.293,1438.4,24.2,0.71,0.17,25.9,54556.8
26.25,94.25,220.4,4.174,3.293,1438.4,24.2,0.83,0.18,25.9,48592.4
26.25,94.25,97.3,4.174,3.293,1438.4,24.2,0.62,0.19,25.9,15511.2
26.25,94.5,77.1,3.851,2.947,1360.5,24.2,0.76,0.21,25.9,14030.6
26.25,94.5,149.2,3.851,2.947,1360.5,24.2,0.77,0.19,25.9,28660.1
26.25,94.5,313.0,3.851,2.947,1360.5,24.2,0.71,0.21,25.9,59463.0
26.25,94.5,41.1,3.851,2.947,1360.5,24.2,0.69,0.21,25.9,6594.7
26.25,94.5,270.4,3.851,2.947,1360.5,24.2,0.68,0.21,25.9,46979.5
26.25,94.75,195.4,3.481,2.55,1272.1,24.2,0.85,0.17,25.9,41537.9
26.25,94.75,76.7,3.481,2.55,1272.1,24.2,0.64,0.22,25.9,11851.3
26.25,94.75,247.3,3.481,2.55,1272.1,24.2,0.79,0.18,25.9,45271.7
26.25,94.75,62.5,3.481,2.55,1272.1,24.2,0.69,0.22,25.9,9668.3
26.25,94.75,235.0,3.481,2.55,1272.1,24.2,0.77,0.22,25.9,42759.4
26.25,95.0,301.1,4.056,3.166,1399.6,24.2,0.63,0.22,25.9,50283.4
26.25,95.0,281.7,4.056,3.166,1399.6,24.2,0.74,0.19,25.9,52073.7
26.25,95.0,85.5,4.056,3.166,1399.6,24.2,0.83,0.18,25.9,19608.1
26.25,95.0,111.1,4.056,3.166,1399.6,24.2,0.71,0.17,25.9,19880.8
26.25,95.0,325.8,4.056,3.166,1399.6,24.2,0.83,0.18,25.9,74629.2
26.25,95.25,49.8,3.601,2.679,1236.7,24.2,0.75,0.2,25.9,7781.3
26.25,95.25,186.9,3.601,2.679,1236.7,24.2,0.67,0.18,25.9,28179.1
26.25,95.25,311.9,3.601,2.679,1236.7,24.2,0.79,0.21,25.9,56084.7
26.25,95.25,134.6,3.601,2.679,1236.7,24.2,0.68,0.18,25.9,22842.0
26.25,95.25,267.0,3.601,2.679,1236.7,24.2,0.6,0.17,25.9,34634.0
26.25,95.5,293.1,3.623,2.703,1267.2,24.2,0.76,0.21,25.9,51375.7
26.25,95.5,233.2,3.623,2.703,1267.2,24.2,0.75,0.18,25.9,44597.8
26.25,95.5,54.4,3.623,2.703,1267.2,24.2,0.77,0.19,25.9,9308.5
26.25,95.5,92.5,3.623,2.703,1267.2,24.2,0.69,0.21,25.9,14404.8
26.25,95.5,284.7,3.623,2.703,1267.2,24.2,0.79,0.17,25.9,51318.5
26.25,95.75,338.7,3.87,2.967,1337.4,24.2,0.73,0.18,25.9,57908.1
26.25,95.75,111.5,3.87,2.967,1337.4,24.2,0.83,0.17,25.9,22859.9
26.25,95.75,59.1,3.87,2.967,1337.4,24.2,0.63,0.2,25.9,10040.0
26.25,95.75,46.3,3.87,2.967,1337.4,24.2,0.64,0.2,25.9,7609.4
26.25,95.75,273.5,3.87,2.967,1337.4,24.2,0.78,0.22,25.9,53025.9
26.25,96.0,43.1,3.693,2.778,1296.7,24.2,0.63,0.2,25.9,6145.2
26.25,96.0,212.7,3.693,2.778,1296.7,24.2,0.75,0.22,25.9,38255.3
26.25,96.0,56.6,3.693,2.778,1296.7,24.2,0.63,0.21,25.9,7833.3
26.25,96.0,291.7,3.693,2.778,1296.7,24.2,0.62,0.17,25.9,42258.2
26.25,96.0,240.0,3.693,2.778,1296.7,24.2,0.7,0.21,25.9,42701.1
26.25,96.25,265.7,3.74,2.828,1314.1,24.2,0.74,0.19,25.9,47008.7
26.25,96.25,76.6,3.74,2.828,1314.1,24.2,0.62,0.19,25.9,12459.9
26.25,96.25,135.3,3.74,2.828,1314.1,24.2,0.69,0.2,25.9,22123.3
26.25,96.25,218.9,3.74,2.828,1314.1,24.2,0.84,0.18,25.9,46668.3
26.25,96.25,78.7,3.74,2.828,1314.1,24.2,0.78,0.2,25.9,15806.7
26.25,96.5,175.9,3.826,2.92,1327.6,24.2,0.61,0.17,25.9,26642.0
26.25,96.5,92.2,3.826,2.92,1327.6,24.2,0.82,0.2,25.9,17538.9
26.25,96.5,61.5,3.826,2.92,1327.6,24.2,0.66,0.22,25.9,10222.9
26.25,96.5,223.0,3.826,2.92,1327.6,24.2,0.78,0.21,25.9,41761.8
26.25,96.5,98.6,3.826,2.92,1327.6,24.2,0.62,0.22,25.9,14385.9
26.25,96.75,164.2,3.926,3.027,1352.4,24.2,0.79,0.18,25.9,32635.8
26.25,96.75,230.1,3.926,3.027,1352.4,24.2,0.8,0.19,25.9,49161.7
26.25,96.75,98.5,3.926,3.027,1352.4,24.2,0.69,0.2,25.9,16737.1
26.25,96.75,84.4,3.926,3.027,1352.4,24.2,0.62,0.17,25.9,12815.6
26.25,96.75,57.6,3.926,3.027,1352.4,24.2,0.6,0.22,25.9,9227.3
26.5,68.0,122.9,5.19,4.387,1717.0,24.0,0.75,0.22,26.2,27645.2
26.5,68.0,309.9,5.19,4.387,1717.0,24.0,0.64,0.21,26.2,63037.7
26.5,68.0,259.8,5.19,4.387,1717.0,24.0,0.83,0.21,26.2,69483.7
26.5,68.0,114.1,5.19,4.387,1717.0,24.0,0.78,0.18,26.2,26621.1
26.5,68.0,260.7,5.19,4.387,1717.0,24.0,0.65,0.21,26.2,56444.6
26.5,68.25,346.2,5.211,4.409,1716.7,24.0,0.82,0.21,26.2,88387.5
26.5,68.25,272.7,5.211,4.409,1716.7,24.0,0.74,0.19,26.2,66003.8
26.5,68.25,174.0,5.211,4.409,1716.7,24.0,0.82,0.19,26.2,48721.2
26.5,68.25,69.7,5.211,4.409,1716.7,24.0,0.81,0.19,26.2,19120.3
26.5,68.25,60.2,5.211,4.409,1716.7,24.0,0.74,0.17,26.2,14428.7
26.5,68.5,223.6,5.234,4.434,1725.7,24.0,0.81,0.22,26.2,59374.2
26.5,68.5,322.2,5.234,4.434,1725.7,24.0,0.79,0.22,26.2,84017.2
26.5,68.5,69.7,5.234,4.434,1725.7,24.0,0.77,0.2,26.2,17274.0
26.5,68.5,304.0,5.234,4.434,1725.7,24.0,0.73,0.2,26.2,67530.5
